CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1701477,16000103484,2016103484,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 03:01:57 PM,107XX BLOCK OF 68 AV S,S,S3,11900.2016,-122.2494,47.504356,"(47.504356, -122.2494)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701484,16000103318,2016103318,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 03:00:01 PM,6XX BLOCK OF N 90 ST,J,J1,1701.2012,-122.3506,47.694202,"(47.694202, -122.3506)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 12:00:30 PM
1701483,16000103398,2016103398,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:59:59 PM,21 AV NW / NW 73 ST,J,J2,3100.3009,-122.38323,47.68132,"(47.68132, -122.38323)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701482,16000103404,2016103404,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 02:59:51 PM,24XX BLOCK OF SW HOLDEN ST,F,F1,10701.2022,-122.3645,47.5337,"(47.5337, -122.3645)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1701476,16000103492,2016103492,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 02:58:49 PM,NW MARKET ST / 14 AV NW,B,B2,4700.3022,-122.37359,47.668663,"(47.668663, -122.37359)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701486,16000103266,2016103266,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/25/2016 02:58:23 PM,E PIKE ST / 12 AV,E,E2,7500.4006,-122.31683,47.614105,"(47.614105, -122.31683)",LITTERING,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701481,16000103417,2016103417,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 02:58:07 PM,32XX BLOCK OF NW MARKET ST,B,B1,3200.4019,-122.39973,47.668617,"(47.668617, -122.39973)",NARCOTICS - FOUND,NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1701479,16000103465,2016103465,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 02:56:56 PM,16XX BLOCK OF N 90 ST,N,N3,1800.1003,-122.3385,47.694153,"(47.694153, -122.3385)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701485,16000103298,2016103298,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 02:54:52 PM,S WASHINGTON ST / OCCIDENTAL AV S,K,K2,9200.2023,-122.33288,47.60088,"(47.60088, -122.33288)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 11:58:38 AM
1701489,16000103025,2016103025,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,03/25/2016 02:54:51 PM,E THOMAS ST / BROADWAY E,E,E1,7401.2007,-122.32089,47.621075,"(47.621075, -122.32089)",INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,PERSON DOWN/INJURY,PERSON DOWN/INJURY,03/25/2016 06:55:36 AM
1701488,16000103205,2016103205,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2016 02:54:40 PM,27XX BLOCK OF S KING ST,G,G3,8900.2004,-122.29686,47.59805,"(47.59805, -122.29686)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2016 01:18:45 PM
1701487,16000103233,2016103233,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 02:53:37 PM,2XX BLOCK OF 5 AV S,K,K3,9200.1007,-122.32766,47.600452,"(47.600452, -122.32766)",TRESPASS,TRESPASS,TRESPASS,03/25/2016 11:45:48 AM
1701480,16000103460,2016103460,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/25/2016 02:53:22 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1701478,16000103481,2016103481,350,HAZARDS,HAZARDS,HAZARDS,03/25/2016 02:50:31 PM,48XX BLOCK OF 24 AV S,R,R1,10401.2002,-122.302864,47.55904,"(47.55904, -122.302864)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,
1701474,16000103133,2016103133,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 02:49:30 PM,47XX BLOCK OF 7 AV NE,U,U2,5200.5001,-122.32071,47.664513,"(47.664513, -122.32071)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 10:02:57 AM
1701465,16000103482,2016103482,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 02:48:19 PM,8 AV NW / NW 52 ST,B,B2,4700.2017,-122.36619,47.666416,"(47.666416, -122.36619)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701473,16000103290,2016103290,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/25/2016 02:46:20 PM,48XX BLOCK OF S HENDERSON ST,S,S2,11800.4002,-122.27212,47.523308,"(47.523308, -122.27212)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/25/2016 11:24:42 AM
1701470,16000103194,2016103194,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:42:04 PM,3XX BLOCK OF N 85 ST,J,J1,1701.1003,-122.354614,47.690594,"(47.690594, -122.354614)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701471,16000103473,2016103473,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:41:36 PM,SW CLOVERDALE ST / 35 AV SW,W,W3,11500.2002,-122.37664,47.526096,"(47.526096, -122.37664)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701464,16000103486,2016103486,350,HAZARDS,HAZARDS,HAZARDS,03/25/2016 02:41:19 PM,69XX BLOCK OF RAINIER AV S,S,S2,11102.4002,-122.27125,47.54025,"(47.54025, -122.27125)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701472,16000103301,2016103301,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/25/2016 02:40:18 PM,4XX BLOCK OF BOREN AV N,D,D3,7300.3007,-122.335846,47.622616,"(47.622616, -122.335846)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 12:41:44 PM
1701468,16000103357,2016103357,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/25/2016 02:37:28 PM,9XX BLOCK OF 8 AV,E,E3,8200.2009,-122.32815,47.607586,"(47.607586, -122.32815)",TRU - COMMERCIAL BURGLARY,BURGLARY,COMMERCIAL BURGLARIES,03/25/2016 01:36:37 PM
1701466,16000103447,2016103447,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 02:36:39 PM,47XX BLOCK OF 38 AV SW,W,W2,10500.1011,-122.380005,47.56017,"(47.56017, -122.380005)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701469,16000103336,2016103336,064,SHOPLIFT,THEFT,SHOPLIFTING,03/25/2016 02:36:38 PM,90XX BLOCK OF RAINIER AV S,S,S3,11800.6016,-122.26999,47.522816,"(47.522816, -122.26999)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2016 12:19:47 PM
1701459,16000103474,2016103474,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 02:35:33 PM,33XX BLOCK OF E TERRACE ST,G,G2,7800.2035,-122.28883,47.605366,"(47.605366, -122.28883)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701467,16000103440,2016103440,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 02:30:59 PM,92XX BLOCK OF RAINIER AV S,S,S3,11800.6020,-122.26803,47.51985,"(47.51985, -122.26803)",TRESPASS,TRESPASS,TRESPASS,
1701463,16000103330,2016103330,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,03/25/2016 02:30:22 PM,11XX BLOCK OF SENECA ST,E,E3,8300.1004,-122.32589,47.610996,"(47.610996, -122.32589)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,03/25/2016 12:12:27 PM
1701461,16000103402,2016103402,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:25:40 PM,6XX BLOCK OF SENECA ST,M,M3,8200.1024,-122.331314,47.60873,"(47.60873, -122.331314)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,03/25/2016 01:11:27 PM
1701460,16000103420,2016103420,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/25/2016 02:23:26 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.33617,47.616055,"(47.616055, -122.33617)",MISSING - ADULT,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/25/2016 01:22:10 PM
1701457,16000103463,2016103463,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 02:22:19 PM,YESLER WY / 3 AV,K,K3,8100.2045,-122.33027,47.601715,"(47.601715, -122.33027)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701462,16000103393,2016103393,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:21:17 PM,71XX BLOCK OF 44 AV S,S,S2,11101.2008,-122.278046,47.537975,"(47.537975, -122.278046)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 01:05:26 PM
1701458,16000103326,2016103326,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 02:15:31 PM,4XX BLOCK OF 10 AV E,E,E1,7500.3005,-122.319916,47.622555,"(47.622555, -122.319916)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 01:23:07 PM
1701447,16000103454,2016103454,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 02:14:13 PM,M L KING JR WY S / S OREGON ST,R,R2,10100.3009,-122.29455,47.562897,"(47.562897, -122.29455)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701448,16000103451,2016103451,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 02:13:18 PM,96XX BLOCK OF 48 AV SW,W,W3,12100.1001,-122.39409,47.51579,"(47.51579, -122.39409)",ALARM - RESIDENTIAL - SILENT/AUD PANIC/DURESS,ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701450,16000103422,2016103422,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 02:11:32 PM,BEACON AV S / S ANGELINE ST,R,R2,10001.3011,-122.304535,47.560112,"(47.560112, -122.304535)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701581,16000103308,2016103308,064,SHOPLIFT,THEFT,SHOPLIFTING,03/25/2016 02:06:53 PM,8XX BLOCK OF 3 AV,K,K1,8100.2029,-122.33304,47.604553,"(47.604553, -122.33304)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 11:51:59 AM
1704170,16000103352,2016103352,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 02:06:18 PM,18XX BLOCK OF N 49 ST,B,B3,5100.1004,-122.335785,47.66429,"(47.66429, -122.335785)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 01:16:15 PM
1701455,16000103232,2016103232,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 02:04:46 PM,N 90 ST / AURORA AV N,N,N3,1800.3010,-122.34457,47.694183,"(47.694183, -122.34457)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,03/25/2016 10:33:42 AM
1701454,16000103244,2016103244,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:04:24 PM,92XX BLOCK OF PALATINE AV N,J,J1,1702.1014,-122.356705,47.696938,"(47.696938, -122.356705)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701456,16000103228,2016103228,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/25/2016 02:03:55 PM,65XX BLOCK OF 15 AV NW,J,J2,3300.5016,-122.37676,47.676823,"(47.676823, -122.37676)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 01:08:15 PM
1701449,16000103443,2016103443,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 02:03:19 PM,20XX BLOCK OF 14 AV S,R,R1,9400.4003,-122.31468,47.58504,"(47.58504, -122.31468)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701452,16000103334,2016103334,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2016 02:01:54 PM,7XX BLOCK OF 18 AV,G,G2,8700.1011,-122.30893,47.608612,"(47.608612, -122.30893)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2016 12:22:55 PM
1701445,16000103344,2016103344,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 01:54:55 PM,LENORA ST / 3 AV,D,D1,7200.1068,-122.34219,47.613163,"(47.613163, -122.34219)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,03/25/2016 12:46:17 PM
1701444,16000103409,2016103409,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 01:54:01 PM,37XX BLOCK OF S ALASKA ST,R,R3,10100.2014,-122.285965,47.560745,"(47.560745, -122.285965)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701443,16000103429,2016103429,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 01:51:51 PM,47XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.4004,-122.3868,47.560215,"(47.560215, -122.3868)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701437,16000103089,2016103089,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 01:48:53 PM,11XX BLOCK OF 16 AV,C,C3,7900.3003,-122.31148,47.612225,"(47.612225, -122.31148)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,03/25/2016 08:22:50 AM
1701429,16000103414,2016103414,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 01:48:49 PM,2XX BLOCK OF PIKE ST,M,M3,8100.2007,-122.33835,47.609516,"(47.609516, -122.33835)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701432,16000103378,2016103378,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 01:48:47 PM,WESTERN AV / MARION ST,K,K1,8100.1031,-122.33669,47.603516,"(47.603516, -122.33669)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701433,16000103168,2016103168,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 01:48:27 PM,21XX BLOCK OF E SPRUCE ST,G,G2,8700.2008,-122.30439,47.60351,"(47.60351, -122.30439)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 09:58:37 AM
1701434,16000103167,2016103167,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 01:47:51 PM,WESTERN AV / UNION ST,M,M1,8100.3013,-122.34022,47.607365,"(47.607365, -122.34022)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1701436,16000103115,2016103115,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 01:46:38 PM,21XX BLOCK OF 16 AV S,R,R1,9400.3018,-122.31207,47.584114,"(47.584114, -122.31207)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2016 12:22:15 PM
1701425,16000103358,2016103358,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 01:45:14 PM,5XX BLOCK OF 1 AV N,Q,Q3,7100.2005,-122.35541,47.623924,"(47.623924, -122.35541)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701431,16000103384,2016103384,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 01:41:17 PM,8 AV NE / NE NORTHGATE WY,L,L2,1200.2000,-122.320564,47.708576,"(47.708576, -122.320564)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701430,16000103399,2016103399,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 01:40:06 PM,35 AV SW / SW MORGAN ST,F,F1,10600.1015,-122.37645,47.54468,"(47.54468, -122.37645)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701422,16000103392,2016103392,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 01:39:43 PM,86XX BLOCK OF 30 AV SW,F,F2,11401.2009,-122.371254,47.52557,"(47.52557, -122.371254)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701426,16000103354,2016103354,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 01:35:32 PM,THACKERAY PL NE / NE 45 ST,B,B3,5200.4010,-122.32618,47.661346,"(47.661346, -122.32618)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,
1701423,16000103371,2016103371,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 01:34:54 PM,4XX BLOCK OF W HIGHLAND DR,Q,Q2,7000.6004,-122.362465,47.629593,"(47.629593, -122.362465)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701428,16000103267,2016103267,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 01:33:25 PM,7XX BLOCK OF 34 AV,G,G2,7800.2024,-122.28941,47.608597,"(47.608597, -122.28941)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 12:15:01 PM
1701413,16000103406,2016103406,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 01:29:05 PM,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.36969,47.66147,"(47.66147, -122.36969)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701416,16000103316,2016103316,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 01:28:19 PM,15 AV NW / NW MARKET ST,B,B1,4700.3020,-122.37621,47.668663,"(47.668663, -122.37621)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1701421,16000103419,2016103419,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 01:28:12 PM,40XX BLOCK OF 42 AV S,R,R3,10100.1011,-122.28077,47.56717,"(47.56717, -122.28077)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701424,16000103359,2016103359,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 01:28:10 PM,32XX BLOCK OF NE 96 ST,L,L3,2100.1006,-122.29153,47.698326,"(47.698326, -122.29153)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701427,16000103337,2016103337,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 01:23:21 PM,14XX BLOCK OF MAGNOLIA BV W,Q,Q1,5600.5044,-122.397835,47.6348,"(47.6348, -122.397835)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/25/2016 12:28:37 PM
1701418,16000103265,2016103265,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 01:22:34 PM,140XX BLOCK OF MERIDIAN AV N,N,N2,300.1009,-122.33424,47.731403,"(47.731403, -122.33424)",PROWLER,PROWLER,PROWLER,
1701417,16000103273,2016103273,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 01:19:52 PM,NE 40 ST / 47 AV NE,U,U3,4100.3015,-122.277725,47.65767,"(47.65767, -122.277725)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701414,16000103367,2016103367,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 01:16:04 PM,15 AV NW / NW LEARY WY,B,B1,4700.2037,-122.37632,47.663662,"(47.663662, -122.37632)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701412,16000103407,2016103407,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 01:15:12 PM,133XX BLOCK OF STONE AV N,N,N2,600.1004,-122.3423,47.72551,"(47.72551, -122.3423)",ABANDONED VEHICLE,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701419,16000103248,2016103248,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 01:07:17 PM,2 AV / UNION ST,M,M3,8100.3003,-122.338,47.60829,"(47.60829, -122.338)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 12:20:32 PM
1701420,16000103236,2016103236,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 01:05:35 PM,1XX BLOCK OF NE 59 ST,B,B3,4500.2005,-122.32687,47.67156,"(47.67156, -122.32687)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701408,16000103355,2016103355,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 01:03:33 PM,3XX BLOCK OF AURORA AV N,Q,Q3,7200.1029,-122.34368,47.621475,"(47.621475, -122.34368)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
